Item_ID,Item_Name,Category,Dispatch_Date,Dispatch_Quantity,Warehouse,Inbound_Date,Inbound_Quantity,Supplier,Lead_Time_Days,Stock_Level_Before_Dispatch,Stock_Level_After_Dispatch
70381-NEW-536-RAW,Raw Materials Item 377,RAW MATERIALS,2024-04-08,96,Warehouse 1,2024-04-05,93,Supplier E,6,235,218
62142-NEW-825-PAC,Packaging Materials Item 444,PACKAGING MATERIALS,2025-08-18,48,Warehouse 2,2025-08-11,55,Supplier D,6,173,144
15928-NEW-348-WOR,Work-In-Progress Item 80,WORK-IN-PROGRESS,2025-02-04,78,Warehouse 3,2025-02-02,76,Supplier A,4,145,131
80169-006-R00-CHN-RCL-TNCADY-125G-RW,TIN CADDY 125g/06 (A) RANWATTE,FINISHED GOODS,2024-09-15,10,Warehouse 1,2024-09-24,25,Supplier D,13,299,314
95729-NEW-338-PAC,Packaging Materials Item 220,PACKAGING MATERIALS,2024-05-17,73,Warehouse 3,2024-05-14,88,Supplier D,5,241,212
72381-NEW-431-CON,Consumables Item 149,CONSUMABLES,2025-02-05,30,Warehouse 3,2025-01-27,37,Supplier C,8,207,198
22983-NEW-081-PAC,Packaging Materials Item 411,PACKAGING MATERIALS,2025-10-08,26,Warehouse 1,2025-10-01,24,Supplier E,8,291,276
16466-NEW-925-WOR,Work-In-Progress Item 299,WORK-IN-PROGRESS,2024-04-20,65,Warehouse 1,2024-04-16,76,Supplier C,8,243,215
80169-006-R00-CHN-RCL-TNCADY-125G-RW,TIN CADDY 125g/06 (A) RANWATTE,FINISHED GOODS,2024-05-07,37,Warehouse 1,2024-05-03,49,Supplier B,10,302,314
65488-NEW-075-CON,Consumables Item 189,CONSUMABLES,2024-07-26,19,Warehouse 2,2024-07-23,28,Supplier C,4,187,181
80022-024-R00-MDV-SCL-0100ST-2.0G-PRM,TAG TBAG 100/2.0g/24 PREMIUM,FINISHED GOODS,2024-02-16,9,Warehouse 1,2024-02-09,38,Supplier D,4,463,492
51127-NEW-334-RAW,Raw Materials Item 204,RAW MATERIALS,2024-11-23,53,Warehouse 1,2024-11-17,65,Supplier E,5,147,134
87683-NEW-554-SPA,Spare Parts Item 485,SPARE PARTS,2024-09-03,57,Warehouse 1,2024-08-24,52,Supplier A,3,222,202
17682-NEW-699-SPA,Spare Parts Item 459,SPARE PARTS,2025-04-24,18,Warehouse 2,2025-04-14,19,Supplier D,3,159,148
73597-NEW-126-WOR,Work-In-Progress Item 416,WORK-IN-PROGRESS,2025-03-11,20,Warehouse 3,2025-03-05,24,Supplier B,2,293,284
84261-NEW-343-RAW,Raw Materials Item 171,RAW MATERIALS,2024-09-17,80,Warehouse 3,2024-09-10,94,Supplier D,7,271,259
54269-NEW-285-WOR,Work-In-Progress Item 157,WORK-IN-PROGRESS,2025-01-28,59,Warehouse 2,2025-01-20,73,Supplier D,8,244,219
19220-NEW-476-RAW,Raw Materials Item 498,RAW MATERIALS,2024-02-28,100,Warehouse 1,2024-02-18,97,Supplier B,8,101,90
70329-NEW-591-SPA,Spare Parts Item 55,SPARE PARTS,2025-10-05,57,Warehouse 1,2025-09-26,53,Supplier B,8,222,212
28883-NEW-361-CON,Consumables Item 4,CONSUMABLES,2024-02-18,13,Warehouse 1,2024-02-13,20,Supplier B,6,243,225
89725-NEW-700-RAW,Raw Materials Item 85,RAW MATERIALS,2025-01-18,70,Warehouse 3,2025-01-10,85,Supplier D,9,101,75
42551-NEW-563-WOR,Work-In-Progress Item 142,WORK-IN-PROGRESS,2025-01-09,28,Warehouse 1,2025-01-01,39,Supplier C,7,172,163
92999-NEW-045-RAW,Raw Materials Item 302,RAW MATERIALS,2024-04-12,59,Warehouse 2,2024-04-08,61,Supplier A,8,241,224
80022-024-R00-BHR-AAW-0100ST-2.0G-PRM,TAG TBAG 100/2.0g/24 PREMIUM,FINISHED GOODS,2024-03-18,9,Warehouse 1,2024-03-11,28,Supplier A,12,431,450
71845-NEW-255-CON,Consumables Item 413,CONSUMABLES,2025-07-19,18,Warehouse 2,2025-07-11,28,Supplier E,4,112,105
65833-NEW-852-CON,Consumables Item 223,CONSUMABLES,2025-03-17,40,Warehouse 2,2025-03-08,49,Supplier D,6,181,160
32496-NEW-453-SPA,Spare Parts Item 196,SPARE PARTS,2025-07-06,18,Warehouse 1,2025-06-29,30,Supplier E,4,234,216
80022-024-RBN-SGP-LSS-0120ST-2.0G-PRM,TAG TBAG 100+20/2.0g/24 PREMIUM,FINISHED GOODS,2024-06-28,26,Warehouse 1,2024-06-27,31,Supplier C,14,203,208
81066-NEW-044-RAW,Raw Materials Item 305,RAW MATERIALS,2025-08-05,29,Warehouse 3,2025-07-29,34,Supplier D,2,229,210
62671-NEW-606-SPA,Spare Parts Item 335,SPARE PARTS,2024-10-06,96,Warehouse 2,2024-10-03,107,Supplier C,4,294,266
60046-NEW-924-CON,Consumables Item 225,CONSUMABLES,2024-10-24,49,Warehouse 3,2024-10-14,49,Supplier E,3,231,226
44338-NEW-824-PAC,Packaging Materials Item 408,PACKAGING MATERIALS,2025-07-14,32,Warehouse 3,2025-07-12,46,Supplier E,10,193,163
90534-NEW-487-SPA,Spare Parts Item 199,SPARE PARTS,2024-04-06,86,Warehouse 3,2024-03-28,81,Supplier C,5,197,189
54326-NEW-451-SPA,Spare Parts Item 87,SPARE PARTS,2025-08-13,62,Warehouse 1,2025-08-06,69,Supplier C,7,121,104
41040-NEW-181-WOR,Work-In-Progress Item 343,WORK-IN-PROGRESS,2024-09-08,23,Warehouse 1,2024-09-03,36,Supplier E,9,183,155
38283-NEW-157-PAC,Packaging Materials Item 376,PACKAGING MATERIALS,2024-04-13,28,Warehouse 3,2024-04-11,29,Supplier A,6,169,163
81971-006-R00-000-000-LEAFTE-070G-LLEPK1,TPR CERAMIC CADDY 0070g/06 LOVER'S LEAP ESTATE PEKOE 1,FINISHED GOODS,2024-02-06,39,Warehouse 1,2024-02-12,50,Supplier E,5,567,578
84627-NEW-057-SPA,Spare Parts Item 186,SPARE PARTS,2024-09-15,83,Warehouse 3,2024-09-11,85,Supplier A,10,143,133
14603-NEW-035-RAW,Raw Materials Item 194,RAW MATERIALS,2025-01-10,30,Warehouse 1,2025-01-04,39,Supplier B,8,175,162
35939-NEW-246-RAW,Raw Materials Item 321,RAW MATERIALS,2024-12-20,92,Warehouse 1,2024-12-17,87,Supplier D,3,170,145
99934-NEW-696-CON,Consumables Item 224,CONSUMABLES,2024-08-28,16,Warehouse 2,2024-08-26,24,Supplier C,2,226,201
69397-NEW-524-SPA,Spare Parts Item 451,SPARE PARTS,2024-06-02,72,Warehouse 2,2024-05-23,81,Supplier E,3,243,217
62894-NEW-157-CON,Consumables Item 39,CONSUMABLES,2024-11-19,36,Warehouse 2,2024-11-17,32,Supplier A,10,126,115
78247-NEW-163-WOR,Work-In-Progress Item 42,WORK-IN-PROGRESS,2024-11-22,17,Warehouse 3,2024-11-12,28,Supplier E,9,133,106
75980-NEW-555-CON,Consumables Item 447,CONSUMABLES,2025-03-14,91,Warehouse 2,2025-03-11,87,Supplier E,3,157,142
63849-NEW-348-SPA,Spare Parts Item 134,SPARE PARTS,2025-10-04,54,Warehouse 1,2025-10-01,54,Supplier D,6,264,247
34678-NEW-138-RAW,Raw Materials Item 48,RAW MATERIALS,2024-09-22,72,Warehouse 2,2024-09-19,74,Supplier A,9,254,240
93911-NEW-150-CON,Consumables Item 323,CONSUMABLES,2024-10-06,51,Warehouse 2,2024-09-30,56,Supplier E,3,106,79
19891-NEW-055-WOR,Work-In-Progress Item 111,WORK-IN-PROGRESS,2024-10-25,66,Warehouse 3,2024-10-18,79,Supplier B,8,248,234
56649-NEW-041-CON,Consumables Item 361,CONSUMABLES,2025-09-02,20,Warehouse 2,2025-08-27,19,Supplier E,3,132,112
28943-NEW-413-PAC,Packaging Materials Item 466,PACKAGING MATERIALS,2024-01-31,32,Warehouse 3,2024-01-26,39,Supplier B,2,210,189
71771-NEW-329-WOR,Work-In-Progress Item 330,WORK-IN-PROGRESS,2024-01-28,91,Warehouse 3,2024-01-24,95,Supplier A,9,215,190
78225-NEW-308-SPA,Spare Parts Item 337,SPARE PARTS,2025-02-20,78,Warehouse 1,2025-02-14,84,Supplier C,5,117,105
18116-NEW-783-PAC,Packaging Materials Item 268,PACKAGING MATERIALS,2025-05-05,50,Warehouse 2,2025-05-03,57,Supplier C,4,156,142
90062-NEW-311-SPA,Spare Parts Item 47,SPARE PARTS,2024-02-12,32,Warehouse 1,2024-02-10,47,Supplier E,6,218,199
29076-NEW-338-WOR,Work-In-Progress Item 343,WORK-IN-PROGRESS,2025-04-06,74,Warehouse 1,2025-04-03,89,Supplier B,10,142,136
70743-NEW-550-WOR,Work-In-Progress Item 162,WORK-IN-PROGRESS,2024-10-03,13,Warehouse 3,2024-09-27,9,Supplier E,3,190,165
71660-NEW-103-PAC,Packaging Materials Item 308,PACKAGING MATERIALS,2024-10-24,15,Warehouse 1,2024-10-18,25,Supplier C,6,154,135
56734-NEW-494-PAC,Packaging Materials Item 254,PACKAGING MATERIALS,2025-01-21,98,Warehouse 2,2025-01-12,105,Supplier C,7,137,129
95554-NEW-484-WOR,Work-In-Progress Item 386,WORK-IN-PROGRESS,2024-04-20,71,Warehouse 2,2024-04-13,68,Supplier C,5,210,187
80283-012-R00-WAF-SSG-0020FE-2.0G-VN,FOIL ENV TBAG 020/2.0g/12 VANILLA,FINISHED GOODS,2024-01-10,38,Warehouse 1,2024-01-14,20,Supplier A,10,279,261
64719-NEW-051-RAW,Raw Materials Item 185,RAW MATERIALS,2025-08-23,46,Warehouse 3,2025-08-15,59,Supplier C,10,140,116
54856-NEW-251-PAC,Packaging Materials Item 301,PACKAGING MATERIALS,2025-04-21,29,Warehouse 2,2025-04-18,28,Supplier C,5,259,251
14280-NEW-155-RAW,Raw Materials Item 381,RAW MATERIALS,2025-05-16,41,Warehouse 3,2025-05-08,51,Supplier E,2,221,208
80342-012-R00-UZB-AZI-0025ST-2.0G-SGT,TAG TBAG 025/2.0g/12 SENCHA GREEN,FINISHED GOODS,2024-04-09,5,Warehouse 1,2024-04-04,33,Supplier A,8,102,130
80119-012-R00-USA-CVL-0025ST-2.0G-EB,TAG TBAG 025/2.0g/12 ENGLISH BREAKFAST,FINISHED GOODS,2024-01-20,32,Warehouse 1,2024-01-27,53,Supplier A,5,287,308
80022-024-002-000-000-0100ST-2.0G-PRM,TAG TBAG 100/2.0g/24 PREMIUM,FINISHED GOODS,2024-05-31,34,Warehouse 1,2024-05-29,40,Supplier C,5,495,501
41177-NEW-821-WOR,Work-In-Progress Item 147,WORK-IN-PROGRESS,2024-05-28,50,Warehouse 2,2024-05-22,50,Supplier C,6,169,140
33619-NEW-658-WOR,Work-In-Progress Item 81,WORK-IN-PROGRESS,2025-07-07,29,Warehouse 3,2025-06-27,34,Supplier E,9,216,195
34787-NEW-986-PAC,Packaging Materials Item 42,PACKAGING MATERIALS,2024-09-29,54,Warehouse 3,2024-09-25,49,Supplier C,9,211,203
83321-006-001-000-000-LEAFTE-050G-RIL.LAP.SOUCH,CANISTER POUCH RILHENA CEYLON CINNAMON SOUCHONG (STD KWPL008)/50G/06,FINISHED GOODS,2024-05-31,40,Warehouse 1,2024-05-23,49,Supplier E,4,128,137
74320-NEW-494-RAW,Raw Materials Item 160,RAW MATERIALS,2024-05-22,39,Warehouse 3,2024-05-17,39,Supplier D,3,139,134
97853-NEW-079-SPA,Spare Parts Item 176,SPARE PARTS,2024-01-22,55,Warehouse 1,2024-01-12,64,Supplier C,5,152,146
80245-012-R00-ISL-EKH-0020ST-1.5G-BB.VN,TAG TBAG 020/1.5g/12 BLUEBERRY & VANILLA,FINISHED GOODS,2024-03-08,31,Warehouse 1,2024-03-15,46,Supplier C,6,437,452
61938-NEW-656-WOR,Work-In-Progress Item 11,WORK-IN-PROGRESS,2025-06-23,22,Warehouse 2,2025-06-18,23,Supplier E,10,273,267
28803-NEW-541-RAW,Raw Materials Item 289,RAW MATERIALS,2024-02-01,82,Warehouse 3,2024-01-28,96,Supplier B,2,100,81
80106-012-R00-POL-GFS-0025FE-2.0G-EA,FOIL ENV TBAG 025/2.0g/12 ENGLISH AFTERNOON,FINISHED GOODS,2024-06-23,36,Warehouse 1,2024-06-26,11,Supplier D,8,421,396
80260-012-R00-UKR-THA-0020ST-1.5G-RB,TAG TBAG 020/1.5g/12 RASPBERRY,FINISHED GOODS,2024-04-12,8,Warehouse 1,2024-04-09,13,Supplier A,7,401,406
98129-NEW-522-WOR,Work-In-Progress Item 476,WORK-IN-PROGRESS,2025-05-09,50,Warehouse 1,2025-05-07,47,Supplier D,9,182,154
80107-012-R00-ITA-NFF-0025FE-2.0G-DJ,FOIL ENV TBAG 025/2.0g/12 DARJEELING,FINISHED GOODS,2024-05-24,12,Warehouse 1,2024-05-21,55,Supplier C,4,373,416
14313-NEW-800-RAW,Raw Materials Item 324,RAW MATERIALS,2025-02-17,50,Warehouse 2,2025-02-13,48,Supplier E,2,236,214
10214-NEW-392-CON,Consumables Item 286,CONSUMABLES,2025-02-13,55,Warehouse 1,2025-02-11,59,Supplier C,10,273,261
80101-012-R00-EGY-ASC-VACCUM-125G-EB,LEAF TEA 125g/12 ENGLISH BREAKFAST,FINISHED GOODS,2024-03-08,29,Warehouse 1,2024-03-11,18,Supplier E,4,216,205
35190-NEW-126-SPA,Spare Parts Item 488,SPARE PARTS,2025-06-27,24,Warehouse 2,2025-06-24,33,Supplier D,5,177,167
80440-012-R00-GRC-AFS-0020FE-1.5G-RH,FOIL ENV TBAG 020/1.5g/12 ROSEHIP,FINISHED GOODS,2024-09-26,29,Warehouse 1,2024-09-21,49,Supplier A,5,366,386
72604-NEW-272-WOR,Work-In-Progress Item 200,WORK-IN-PROGRESS,2025-06-07,89,Warehouse 1,2025-06-02,92,Supplier A,2,231,201
35632-NEW-569-SPA,Spare Parts Item 428,SPARE PARTS,2024-05-20,28,Warehouse 3,2024-05-11,24,Supplier C,10,140,123
10319-NEW-673-CON,Consumables Item 25,CONSUMABLES,2024-12-07,93,Warehouse 2,2024-12-04,107,Supplier B,2,222,212
27694-NEW-318-WOR,Work-In-Progress Item 432,WORK-IN-PROGRESS,2024-08-08,92,Warehouse 3,2024-08-03,94,Supplier E,8,234,219
22655-NEW-868-WOR,Work-In-Progress Item 47,WORK-IN-PROGRESS,2025-05-10,18,Warehouse 3,2025-05-02,16,Supplier B,10,231,219
23728-NEW-651-SPA,Spare Parts Item 420,SPARE PARTS,2024-09-15,64,Warehouse 3,2024-09-07,73,Supplier E,5,149,120
80106-012-R00-CHN-GCM-0025FE-2.0G-EA,FOIL ENV TBAG 025/2.0g/12 ENGLISH AFTERNOON,FINISHED GOODS,2024-02-09,7,Warehouse 1,2024-02-11,49,Supplier E,3,235,277
80314-006-R00-IDN-EWI-0025FE-2.0G-EGOS,FOIL ENV TBAG 025/2.0g/06 EMERALD GREEN-ORGANIC SENCHA GREEN TEA,FINISHED GOODS,2024-03-15,38,Warehouse 1,2024-03-20,29,Supplier C,9,190,181
81127-NEW-091-SPA,Spare Parts Item 168,SPARE PARTS,2025-01-25,59,Warehouse 3,2025-01-19,68,Supplier E,4,199,170
26295-NEW-351-PAC,Packaging Materials Item 10,PACKAGING MATERIALS,2024-10-09,54,Warehouse 2,2024-10-02,57,Supplier C,5,297,290
81450-NEW-362-SPA,Spare Parts Item 461,SPARE PARTS,2025-09-07,21,Warehouse 3,2025-09-04,22,Supplier D,6,124,109
80127-012-R00-JPN-WCL-0020FE-2.0G-EB,FOIL ENV TBAG 020/2.0g/12 ENGLISH BREAKFAST,FINISHED GOODS,2024-08-10,33,Warehouse 1,2024-08-14,48,Supplier C,4,355,370
78307-NEW-843-RAW,Raw Materials Item 359,RAW MATERIALS,2024-07-11,49,Warehouse 2,2024-07-07,47,Supplier A,8,200,175
91572-NEW-308-PAC,Packaging Materials Item 244,PACKAGING MATERIALS,2025-04-21,67,Warehouse 1,2025-04-15,62,Supplier D,7,208,186
94284-NEW-984-CON,Consumables Item 3,CONSUMABLES,2024-04-09,76,Warehouse 1,2024-04-04,84,Supplier D,9,271,244
80178-006-R00-CHN-RCL-0020ST-2.0G-BS,EXCEPTIONAL LEAF TBAG 020/2.0g/06 BERRY SENSATION,FINISHED GOODS,2024-05-08,11,Warehouse 1,2024-05-09,18,Supplier C,5,394,401
56421-NEW-415-WOR,Work-In-Progress Item 495,WORK-IN-PROGRESS,2024-11-10,72,Warehouse 1,2024-11-05,87,Supplier E,3,121,114
53421-NEW-630-RAW,Raw Materials Item 63,RAW MATERIALS,2024-09-13,94,Warehouse 3,2024-09-11,94,Supplier E,6,168,152
71487-NEW-828-CON,Consumables Item 168,CONSUMABLES,2024-03-05,65,Warehouse 2,2024-02-29,65,Supplier E,2,226,212
49912-NEW-064-PAC,Packaging Materials Item 19,PACKAGING MATERIALS,2025-08-17,97,Warehouse 1,2025-08-08,111,Supplier A,4,256,250
76737-NEW-183-CON,Consumables Item 253,CONSUMABLES,2024-03-02,51,Warehouse 2,2024-02-29,53,Supplier E,5,111,93
62494-NEW-755-CON,Consumables Item 377,CONSUMABLES,2024-08-03,61,Warehouse 2,2024-07-26,62,Supplier B,6,151,135
80251-012-R00-RUS-JTC-0020ST-1.5G-LM,TAG TBAG 020/1.5g/12 LEMON,FINISHED GOODS,2024-02-18,16,Warehouse 1,2024-02-17,56,Supplier B,5,455,495
53769-NEW-187-SPA,Spare Parts Item 236,SPARE PARTS,2024-11-10,40,Warehouse 1,2024-11-02,40,Supplier B,6,273,244
80023-006-R00-SRL-APS-VACCUM-500G-PRM,LEAF TEA 500g/06 PREMIUM,FINISHED GOODS,2024-06-09,10,Warehouse 1,2024-06-15,33,Supplier E,13,99,122
37009-NEW-143-PAC,Packaging Materials Item 467,PACKAGING MATERIALS,2025-07-05,75,Warehouse 1,2025-07-01,88,Supplier B,5,243,233
37133-NEW-041-WOR,Work-In-Progress Item 420,WORK-IN-PROGRESS,2024-09-05,63,Warehouse 2,2024-08-31,66,Supplier C,5,178,172
79862-NEW-370-PAC,Packaging Materials Item 482,PACKAGING MATERIALS,2024-03-01,52,Warehouse 3,2024-02-24,61,Supplier A,6,110,96
71975-NEW-531-WOR,Work-In-Progress Item 330,WORK-IN-PROGRESS,2024-07-05,81,Warehouse 3,2024-06-26,78,Supplier C,6,142,129
80520-NEW-267-PAC,Packaging Materials Item 124,PACKAGING MATERIALS,2025-09-12,27,Warehouse 1,2025-09-04,32,Supplier A,5,107,98
38522-NEW-924-PAC,Packaging Materials Item 28,PACKAGING MATERIALS,2025-05-22,96,Warehouse 2,2025-05-19,95,Supplier E,3,184,162
80026-005-001-000-000-0100ST-2.4G-EX.STR,TAG TBAG 100/2.4g/05 EX STR,FINISHED GOODS,2024-06-06,23,Warehouse 1,2024-06-12,41,Supplier E,10,214,232
23563-NEW-178-RAW,Raw Materials Item 393,RAW MATERIALS,2024-07-24,71,Warehouse 1,2024-07-15,83,Supplier D,6,165,135
66629-NEW-222-SPA,Spare Parts Item 147,SPARE PARTS,2024-01-28,58,Warehouse 2,2024-01-25,72,Supplier B,4,299,289
98330-NEW-916-PAC,Packaging Materials Item 289,PACKAGING MATERIALS,2024-05-01,76,Warehouse 2,2024-04-25,75,Supplier B,4,274,260
67888-NEW-939-WOR,Work-In-Progress Item 85,WORK-IN-PROGRESS,2025-07-21,55,Warehouse 1,2025-07-14,52,Supplier C,2,212,200
63189-NEW-835-SPA,Spare Parts Item 22,SPARE PARTS,2024-05-13,40,Warehouse 2,2024-05-05,46,Supplier E,2,229,201
96419-NEW-568-RAW,Raw Materials Item 421,RAW MATERIALS,2024-10-20,98,Warehouse 1,2024-10-11,111,Supplier A,5,141,121
37720-NEW-468-WOR,Work-In-Progress Item 444,WORK-IN-PROGRESS,2024-09-27,42,Warehouse 2,2024-09-17,44,Supplier B,10,119,96
56294-NEW-327-PAC,Packaging Materials Item 413,PACKAGING MATERIALS,2024-03-16,64,Warehouse 2,2024-03-09,64,Supplier D,2,106,83
86039-NEW-465-RAW,Raw Materials Item 381,RAW MATERIALS,2024-02-25,42,Warehouse 1,2024-02-17,48,Supplier D,6,187,182
80260-012-R00-SWE-TEK-0020ST-1.5G-RB,TAG TBAG 020/1.5g/12 RASPBERRY,FINISHED GOODS,2024-06-08,33,Warehouse 1,2024-06-08,15,Supplier B,14,66,48
53534-NEW-093-WOR,Work-In-Progress Item 443,WORK-IN-PROGRESS,2024-01-13,54,Warehouse 2,2024-01-11,54,Supplier D,6,211,187
39775-NEW-494-SPA,Spare Parts Item 235,SPARE PARTS,2024-08-31,94,Warehouse 2,2024-08-21,91,Supplier B,6,232,217
34582-NEW-318-RAW,Raw Materials Item 293,RAW MATERIALS,2024-05-31,59,Warehouse 2,2024-05-22,68,Supplier B,10,128,112
66192-NEW-976-RAW,Raw Materials Item 417,RAW MATERIALS,2024-11-09,64,Warehouse 1,2024-11-01,73,Supplier D,6,219,192
74506-NEW-124-RAW,Raw Materials Item 428,RAW MATERIALS,2024-05-05,29,Warehouse 1,2024-04-25,32,Supplier B,10,197,179
76534-NEW-233-RAW,Raw Materials Item 126,RAW MATERIALS,2024-05-28,89,Warehouse 2,2024-05-25,101,Supplier B,7,108,87
89821-NEW-626-SPA,Spare Parts Item 348,SPARE PARTS,2024-11-14,95,Warehouse 3,2024-11-10,101,Supplier A,2,246,217
80021-024-R00-NGA-PEL-0050ST-2.0G-PRM,TAG TBAG 050/2.0g/24 PREMIUM - WEST AFRICA,FINISHED GOODS,2024-10-20,49,Warehouse 1,2024-10-12,27,Supplier C,11,64,42
52754-NEW-897-RAW,Raw Materials Item 290,RAW MATERIALS,2024-10-18,87,Warehouse 3,2024-10-16,85,Supplier B,2,255,230
80244-012-R00-CZE-ESR-0020ST-1.5G-BC,TAG TBAG 020/1.5g/12 BLACKCURRANT,FINISHED GOODS,2024-03-11,17,Warehouse 1,2024-03-17,40,Supplier B,12,344,367
96501-NEW-667-SPA,Spare Parts Item 49,SPARE PARTS,2025-03-08,21,Warehouse 3,2025-03-02,33,Supplier C,2,222,212
46853-NEW-264-CON,Consumables Item 308,CONSUMABLES,2024-09-12,61,Warehouse 3,2024-09-03,74,Supplier E,4,290,282
56433-NEW-678-PAC,Packaging Materials Item 316,PACKAGING MATERIALS,2024-04-30,14,Warehouse 3,2024-04-24,17,Supplier C,7,185,173
42965-NEW-926-WOR,Work-In-Progress Item 400,WORK-IN-PROGRESS,2024-07-10,62,Warehouse 1,2024-07-05,67,Supplier A,8,118,104
12648-NEW-257-CON,Consumables Item 177,CONSUMABLES,2025-09-16,59,Warehouse 1,2025-09-14,72,Supplier D,2,195,169
61807-NEW-856-RAW,Raw Materials Item 16,RAW MATERIALS,2024-08-10,16,Warehouse 1,2024-07-31,28,Supplier D,4,134,114
45725-NEW-568-PAC,Packaging Materials Item 214,PACKAGING MATERIALS,2025-06-16,94,Warehouse 1,2025-06-14,96,Supplier C,3,202,179
39282-NEW-455-WOR,Work-In-Progress Item 124,WORK-IN-PROGRESS,2024-07-08,37,Warehouse 1,2024-07-04,50,Supplier C,5,249,220
39047-NEW-274-WOR,Work-In-Progress Item 56,WORK-IN-PROGRESS,2025-08-26,68,Warehouse 2,2025-08-20,69,Supplier A,3,250,232
52547-NEW-775-WOR,Work-In-Progress Item 84,WORK-IN-PROGRESS,2024-03-17,22,Warehouse 2,2024-03-14,35,Supplier B,6,269,257
52840-NEW-442-CON,Consumables Item 2,CONSUMABLES,2024-06-15,86,Warehouse 3,2024-06-08,97,Supplier D,6,181,159
76343-NEW-792-CON,Consumables Item 487,CONSUMABLES,2024-08-24,58,Warehouse 3,2024-08-22,71,Supplier E,2,239,231
16881-NEW-835-PAC,Packaging Materials Item 128,PACKAGING MATERIALS,2025-07-17,70,Warehouse 2,2025-07-15,83,Supplier C,2,172,166
80437-012-R00-IDN-EWI-0020ST-1.5G-PM,TAG TBAG 020/1.5g/12 PEPPERMINT,FINISHED GOODS,2024-07-31,15,Warehouse 1,2024-07-22,11,Supplier C,14,426,422
28450-NEW-209-PAC,Packaging Materials Item 137,PACKAGING MATERIALS,2024-01-23,13,Warehouse 3,2024-01-21,17,Supplier A,4,221,204
37043-NEW-683-WOR,Work-In-Progress Item 384,WORK-IN-PROGRESS,2025-09-15,32,Warehouse 3,2025-09-10,35,Supplier D,4,202,196
57933-NEW-956-CON,Consumables Item 467,CONSUMABLES,2024-09-04,76,Warehouse 2,2024-08-25,86,Supplier C,9,252,226
62794-NEW-606-SPA,Spare Parts Item 264,SPARE PARTS,2024-05-28,30,Warehouse 2,2024-05-23,31,Supplier C,5,205,190
52780-NEW-472-PAC,Packaging Materials Item 105,PACKAGING MATERIALS,2024-09-25,76,Warehouse 1,2024-09-17,85,Supplier A,2,229,200
61717-NEW-581-CON,Consumables Item 283,CONSUMABLES,2024-09-02,91,Warehouse 3,2024-08-27,100,Supplier A,3,262,235
80245-012-R00-ISL-EKH-0020ST-1.5G-BB.VN,TAG TBAG 020/1.5g/12 BLUEBERRY & VANILLA,FINISHED GOODS,2024-05-31,46,Warehouse 1,2024-06-05,17,Supplier A,12,466,437
31459-NEW-559-WOR,Work-In-Progress Item 450,WORK-IN-PROGRESS,2024-01-27,95,Warehouse 1,2024-01-20,102,Supplier C,8,222,204
14875-NEW-489-WOR,Work-In-Progress Item 356,WORK-IN-PROGRESS,2025-04-21,69,Warehouse 3,2025-04-15,77,Supplier C,5,291,278
92582-NEW-061-CON,Consumables Item 34,CONSUMABLES,2024-08-18,55,Warehouse 3,2024-08-10,65,Supplier A,4,139,112
30403-NEW-006-WOR,Work-In-Progress Item 491,WORK-IN-PROGRESS,2024-06-13,70,Warehouse 2,2024-06-04,73,Supplier D,10,224,205
19876-NEW-504-WOR,Work-In-Progress Item 292,WORK-IN-PROGRESS,2024-09-22,45,Warehouse 2,2024-09-14,60,Supplier D,3,166,146
47311-NEW-352-CON,Consumables Item 388,CONSUMABLES,2025-03-18,97,Warehouse 1,2025-03-14,106,Supplier B,8,147,137
99928-NEW-908-RAW,Raw Materials Item 290,RAW MATERIALS,2025-03-24,16,Warehouse 3,2025-03-17,28,Supplier C,8,203,191
27578-NEW-163-PAC,Packaging Materials Item 320,PACKAGING MATERIALS,2025-03-10,47,Warehouse 1,2025-02-28,57,Supplier D,2,143,117
80107-012-R00-ITA-NFF-0025FE-2.0G-DJ,FOIL ENV TBAG 025/2.0g/12 DARJEELING,FINISHED GOODS,2024-08-01,13,Warehouse 1,2024-07-23,47,Supplier C,3,406,440
10840-NEW-718-SPA,Spare Parts Item 68,SPARE PARTS,2025-06-08,31,Warehouse 3,2025-06-04,31,Supplier E,7,278,254
46591-NEW-959-RAW,Raw Materials Item 160,RAW MATERIALS,2024-05-23,58,Warehouse 2,2024-05-21,59,Supplier D,3,221,197
80009-012-R00-NZL-CGL-0200PT-2.0G-PRM,TAGLESS TBAG 200/2.0g/12 PREMIUM,FINISHED GOODS,2024-06-21,49,Warehouse 1,2024-06-25,41,Supplier E,8,252,244
33554-NEW-778-SPA,Spare Parts Item 459,SPARE PARTS,2025-06-13,12,Warehouse 1,2025-06-08,20,Supplier D,2,203,176
80011-012-004-000-000-0025ST-2.0G-PRM,TAG TBAG 025/2.0g/12 PREMIUM,FINISHED GOODS,2024-07-30,21,Warehouse 1,2024-08-01,18,Supplier D,5,235,232
67517-NEW-042-SPA,Spare Parts Item 372,SPARE PARTS,2024-05-30,71,Warehouse 3,2024-05-22,72,Supplier C,7,178,171
44901-NEW-146-CON,Consumables Item 487,CONSUMABLES,2025-05-06,70,Warehouse 2,2025-05-04,84,Supplier C,4,300,282
86544-NEW-992-CON,Consumables Item 83,CONSUMABLES,2024-10-02,81,Warehouse 3,2024-09-30,83,Supplier D,5,140,118
